 0,0000	 0,0295
 9,0000	 0,0425
18,0000	 0,0575
27,0000	 0,0746
36,0000	 0,0840
45,0000	 0,0976
54,0000	 0,1063
63,0000	 0,1164
72,0000	 0,1286
81,0000	 0,1368
90,0000	 0,1463
99,0000	 0,1522
108,0000	 0,1654
117,0000	 0,1674
127,0000	 0,1770
138,0000	 0,1961
147,0000	 0,2005
156,0000	 0,1990
165,0000	 0,2041
174,0000	 0,2115
183,0000	 0,2214
192,0000	 0,2260
201,0000	 0,2370
211,0000	 0,2418
222,0000	 0,2402
231,0000	 0,2474
240,0000	 0,2540
249,0000	 0,2523
258,0000	 0,2623
267,0000	 0,2615
276,0000	 0,2683
285,0000	 0,2683
295,0000	 0,2812
306,0000	 0,2812
315,0000	 0,2777
324,0000	 0,2839
333,0000	 0,2848
342,0000	 0,2848
351,0000	 0,2866
360,0000	 0,2919
369,0000	 0,2901
379,0000	 0,2974
390,0000	 0,2992
399,0000	 0,3010
408,0000	 0,3029
418,0000	 0,3010
429,0000	 0,2974
438,0000	 0,3066
447,0000	 0,3113
456,0000	 0,3075
465,0000	 0,3122
474,0000	 0,3132
483,0000	 0,3151
492,0000	 0,3160
502,0000	 0,3218
513,0000	 0,3113
522,0000	 0,3198
531,0000	 0,3160
540,0000	 0,3218
549,0000	 0,3179
558,0000	 0,3189
567,0000	 0,3189
576,0000	 0,3218
586,0000	 0,3160
597,0000	 0,3218
606,0000	 0,3189
615,0000	 0,3286
624,0000	 0,3227
633,0000	 0,3256
642,0000	 0,3256
651,0000	 0,3256
660,0000	 0,3266
670,0000	 0,3335
681,0000	 0,3305
690,0000	 0,3227
699,0000	 0,3276
708,0000	 0,3335
717,0000	 0,3276
726,0000	 0,3247
735,0000	 0,3335
744,0000	 0,3286
754,0000	 0,3315
765,0000	 0,3227
774,0000	 0,3132
783,0000	 0,3208
793,0000	 0,3256
804,0000	 0,3276
813,0000	 0,3385
822,0000	 0,3315
831,0000	 0,3295
840,0000	 0,3335
849,0000	 0,3325
858,0000	 0,3286
867,0000	 0,3355
877,0000	 0,3345
888,0000	 0,3345
897,0000	 0,3276
906,0000	 0,3295
915,0000	 0,3286
924,0000	 0,3466
933,0000	 0,3256
942,0000	 0,3286
951,0000	 0,3305
961,0000	 0,3325
972,0000	 0,3355
981,0000	 0,3315
990,0000	 0,3305
999,0000	 0,3276
1008,0000	 0,3295
1017,0000	 0,3286
1026,0000	 0,3335
1035,0000	 0,3247
1045,0000	 0,3227
1056,0000	 0,3325
1065,0000	 0,3305
1074,0000	 0,3355
1083,0000	 0,3355
1092,0000	 0,3375
1101,0000	 0,3345
1110,0000	 0,3365
1119,0000	 0,3345
1129,0000	 0,3256
1140,0000	 0,3315
1149,0000	 0,3345
1158,0000	 0,3405
1168,0000	 0,3295
1179,0000	 0,3365
1188,0000	 0,3325
1197,0000	 0,3405
1206,0000	 0,3325
1215,0000	 0,3325
1224,0000	 0,3179
1233,0000	 0,3315
1242,0000	 0,3325
1252,0000	 0,3325
1263,0000	 0,3305
1272,0000	 0,3345
1281,0000	 0,3256
1290,0000	 0,3355
1299,0000	 0,3345
1308,0000	 0,3266
1317,0000	 0,3375
1326,0000	 0,3315
1336,0000	 0,3345
1347,0000	 0,3295
1356,0000	 0,3405
1365,0000	 0,3395
1374,0000	 0,3405
1383,0000	 0,3305
1392,0000	 0,3305
1401,0000	 0,3315
1410,0000	 0,3325
1419,0000	 0,3365
1428,0000	 0,3365
1437,0000	 0,3305
1446,0000	 0,3286
1455,0000	 0,3335
1464,0000	 0,3305
1473,0000	 0,3345
1482,0000	 0,3355
1491,0000	 0,3286
1500,0000	 0,3476
1509,0000	 0,3395
1518,0000	 0,3385
1527,0000	 0,3315
1536,0000	 0,3315
1545,0000	 0,3335
1554,0000	 0,3325
1563,0000	 0,3335
1572,0000	 0,3345
1581,0000	 0,3375
1590,0000	 0,3266
1599,0000	 0,3286
1608,0000	 0,3365
1617,0000	 0,3335
1627,0000	 0,3355
1638,0000	 0,3315
1647,0000	 0,3305
1656,0000	 0,3276
1665,0000	 0,3295
1674,0000	 0,3315
1683,0000	 0,3335
1692,0000	 0,3385
1701,0000	 0,3365
1711,0000	 0,3345
1722,0000	 0,3208
1731,0000	 0,3305
1740,0000	 0,3315
1749,0000	 0,3395
1758,0000	 0,3276
1767,0000	 0,3375
1776,0000	 0,3365
1785,0000	 0,3189
1795,0000	 0,3305
1806,0000	 0,3345
1815,0000	 0,3315
1824,0000	 0,3345
1833,0000	 0,3315
1842,0000	 0,3345
1851,0000	 0,3305
1860,0000	 0,3325
1869,0000	 0,3335
1879,0000	 0,3295
1890,0000	 0,3305
1899,0000	 0,3286
1908,0000	 0,3355
1918,0000	 0,3375
1929,0000	 0,3385
1938,0000	 0,3315
1947,0000	 0,3425
1956,0000	 0,3305
1965,0000	 0,3365
1974,0000	 0,3237
1983,0000	 0,3345
1992,0000	 0,3345
2002,0000	 0,3325
2013,0000	 0,3266
2022,0000	 0,3335
2031,0000	 0,3325
2040,0000	 0,3335
2049,0000	 0,3375
2058,0000	 0,3266
2067,0000	 0,3276
2076,0000	 0,3365
2086,0000	 0,3295
2097,0000	 0,3435
2106,0000	 0,3315
2115,0000	 0,3335
2124,0000	 0,3405
2133,0000	 0,3256
2142,0000	 0,3325
2151,0000	 0,3286
2160,0000	 0,3375
2170,0000	 0,3286
2181,0000	 0,3325
2190,0000	 0,3345
2199,0000	 0,3227
2208,0000	 0,3375
2217,0000	 0,3295
2226,0000	 0,3295
2235,0000	 0,3276
2244,0000	 0,3305
2254,0000	 0,3305
2265,0000	 0,3295
2274,0000	 0,3295
2283,0000	 0,3305
2293,0000	 0,3325
2304,0000	 0,3208
2313,0000	 0,3385
2322,0000	 0,3355
2331,0000	 0,3365
2340,0000	 0,3355
2349,0000	 0,3335
2358,0000	 0,3266
2367,0000	 0,3247
2377,0000	 0,3276
2388,0000	 0,3476
2397,0000	 0,3325
2406,0000	 0,3315
2415,0000	 0,3315
2424,0000	 0,3355
2433,0000	 0,3385
2442,0000	 0,3335
2451,0000	 0,3375
2461,0000	 0,3305
2472,0000	 0,3237
2481,0000	 0,3305
2490,0000	 0,3345
2499,0000	 0,3315
2508,0000	 0,3355
2517,0000	 0,3315
2526,0000	 0,3365
2535,0000	 0,3325
2545,0000	 0,3266
2556,0000	 0,3355
2565,0000	 0,3305
2574,0000	 0,3345
2583,0000	 0,3355
2592,0000	 0,3355
2601,0000	 0,3365
2610,0000	 0,3335
2619,0000	 0,3256
2629,0000	 0,3315
2640,0000	 0,3237
2649,0000	 0,3295
2658,0000	 0,3375
2668,0000	 0,3218
2679,0000	 0,3286
2688,0000	 0,3315
2697,0000	 0,3325
2706,0000	 0,3276
2715,0000	 0,3335
2724,0000	 0,3335
2733,0000	 0,3305
2742,0000	 0,3345
2752,0000	 0,3295
2763,0000	 0,3305
2772,0000	 0,3355
2781,0000	 0,3276
2790,0000	 0,3385
2799,0000	 0,3256
2808,0000	 0,3315
2817,0000	 0,3325
2826,0000	 0,3305
2836,0000	 0,3385
2847,0000	 0,3335
2856,0000	 0,3315
2865,0000	 0,3286
2874,0000	 0,3375
2883,0000	 0,3295
2892,0000	 0,3256
2901,0000	 0,3345
2910,0000	 0,3286
2919,0000	 0,3295
2928,0000	 0,3345
2937,0000	 0,3375
2946,0000	 0,3295
2955,0000	 0,3466
2964,0000	 0,3305
2973,0000	 0,3315
2982,0000	 0,3335
2991,0000	 0,3305
3000,0000	 0,3325
3009,0000	 0,3315
